,gender,event,medal,abb,country,type,year
9491,Men,-100 kg,Bronze,NGR,Nigeria,Powerlifting,1996
9492,Men,+100 kg,Gold,USA,USA,Powerlifting,1996
9493,Men,+100 kg,Silver,POL,Poland,Powerlifting,1996
9494,Men,+100 kg,Bronze,USA,USA,Powerlifting,1996
9495,Men,-48 kg,Gold,GBR,UK,Powerlifting,2000
9496,Men,-48 kg,Silver,KOR,South Korea,Powerlifting,2000
9497,Men,-48 kg,Bronze,THA,Thailand,Powerlifting,2000
9498,Men,-52 kg,Gold,KOR,South Korea,Powerlifting,2000
9499,Men,-52 kg,Silver,EGY,Egypt,Powerlifting,2000
9500,Men,-52 kg,Bronze,CHN,China,Powerlifting,2000
9501,Men,-56 kg,Gold,EGY,Egypt,Powerlifting,2000
9502,Men,-56 kg,Silver,IRI,Iran,Powerlifting,2000
9503,Men,-56 kg,Bronze,NGR,Nigeria,Powerlifting,2000
9504,Men,-60 kg,Gold,EGY,Egypt,Powerlifting,2000
9505,Men,-60 kg,Silver,AUS,Australia,Powerlifting,2000
9506,Men,-60 kg,Bronze,NED,Netherlands,Powerlifting,2000
9507,Men,-67.5 kg,Gold,NGR,Nigeria,Powerlifting,2000
9508,Men,-67.5 kg,Silver,EGY,Egypt,Powerlifting,2000
9509,Men,-67.5 kg,Bronze,IRI,Iran,Powerlifting,2000
9510,Men,-75 kg,Gold,CHN,China,Powerlifting,2000
9511,Men,-75 kg,Silver,IRI,Iran,Powerlifting,2000
9512,Men,-75 kg,Bronze,EGY,Egypt,Powerlifting,2000
9513,Men,-82.5 kg,Gold,KOR,South Korea,Powerlifting,2000
9514,Men,-82.5 kg,Silver,IRI,Iran,Powerlifting,2000
9515,Men,-82.5 kg,Bronze,EGY,Egypt,Powerlifting,2000
9516,Men,-90 kg,Gold,GER,Germany,Powerlifting,2000
9517,Men,-90 kg,Silver,EGY,Egypt,Powerlifting,2000
9518,Men,-90 kg,Bronze,CHN,China,Powerlifting,2000
9519,Men,-100 kg,Gold,IRI,Iran,Powerlifting,2000
9520,Men,-100 kg,Silver,EGY,Egypt,Powerlifting,2000
9521,Men,-100 kg,Bronze,GBR,UK,Powerlifting,2000
9522,Men,+100 kg,Gold,USA,USA,Powerlifting,2000
9523,Men,+100 kg,Silver,USA,USA,Powerlifting,2000
9524,Men,+100 kg,Bronze,LBA,Libya,Powerlifting,2000
9525,Women,-40 kg,Gold,CHN,China,Powerlifting,2000
9526,Women,-40 kg,Silver,UKR,Ukraine,Powerlifting,2000
9527,Women,-40 kg,Bronze,MEX,Mexico,Powerlifting,2000
9528,Women,-44 kg,Gold,EGY,Egypt,Powerlifting,2000
9529,Women,-44 kg,Silver,NGR,Nigeria,Powerlifting,2000
9530,Women,-44 kg,Bronze,TPE,Taiwan,Powerlifting,2000
9531,Women,-48 kg,Gold,NGR,Nigeria,Powerlifting,2000
9532,Women,-48 kg,Silver,EGY,Egypt,Powerlifting,2000
9533,Women,-48 kg,Bronze,CHN,China,Powerlifting,2000
9534,Women,-52 kg,Gold,RUS,Russia,Powerlifting,2000
9535,Women,-52 kg,Silver,MEX,Mexico,Powerlifting,2000
9536,Women,-52 kg,Bronze,NGR,Nigeria,Powerlifting,2000
9537,Women,-56 kg,Gold,CHN,China,Powerlifting,2000
9538,Women,-56 kg,Silver,THA,Thailand,Powerlifting,2000
9539,Women,-56 kg,Bronze,RSA,South Africa,Powerlifting,2000
9540,Women,-60 kg,Gold,NGR,Nigeria,Powerlifting,2000
9541,Women,-60 kg,Silver,CHN,China,Powerlifting,2000
9542,Women,-60 kg,Bronze,UKR,Ukraine,Powerlifting,2000
9543,Women,-67.5 kg,Gold,NGR,Nigeria,Powerlifting,2000
9544,Women,-67.5 kg,Silver,CHN,China,Powerlifting,2000
9545,Women,-67.5 kg,Bronze,EGY,Egypt,Powerlifting,2000
9546,Women,-75 kg,Gold,CHN,China,Powerlifting,2000
9547,Women,-75 kg,Silver,MEX,Mexico,Powerlifting,2000
9548,Women,-75 kg,Bronze,NGR,Nigeria,Powerlifting,2000
9549,Women,-82.5 kg,Gold,GBR,UK,Powerlifting,2000
9550,Women,-82.5 kg,Silver,EGY,Egypt,Powerlifting,2000
9551,Women,-82.5 kg,Bronze,PHI,Philippines,Powerlifting,2000
9552,Women,+82.5 kg,Gold,CHN,China,Powerlifting,2000
9553,Women,+82.5 kg,Silver,FRA,France,Powerlifting,2000
9554,Women,+82.5 kg,Bronze,NGR,Nigeria,Powerlifting,2000
9555,Men,-48 kg,Gold,IRI,Iran,Powerlifting,2004
9556,Men,-48 kg,Silver,THA,Thailand,Powerlifting,2004
9557,Men,-48 kg,Bronze,NGR,Nigeria,Powerlifting,2004
9558,Men,-52 kg,Gold,EGY,Egypt,Powerlifting,2004
9559,Men,-52 kg,Silver,CHN,China,Powerlifting,2004
9560,Men,-52 kg,Bronze,IRI,Iran,Powerlifting,2004
9561,Men,-56 kg,Gold,CHN,China,Powerlifting,2004
9562,Men,-56 kg,Silver,EGY,Egypt,Powerlifting,2004
9563,Men,-56 kg,Bronze,IND,India,Powerlifting,2004
9564,Men,-60 kg,Gold,EGY,Egypt,Powerlifting,2004
9565,Men,-60 kg,Silver,KOR,South Korea,Powerlifting,2004
9566,Men,-60 kg,Bronze,CHN,China,Powerlifting,2004
9567,Men,-67.5 kg,Gold,EGY,Egypt,Powerlifting,2004
9568,Men,-67.5 kg,Silver,CHN,China,Powerlifting,2004
9569,Men,-67.5 kg,Bronze,IRI,Iran,Powerlifting,2004
9570,Men,-75 kg,Gold,CHN,China,Powerlifting,2004
9571,Men,-75 kg,Silver,EGY,Egypt,Powerlifting,2004
9572,Men,-75 kg,Bronze,IRI,Iran,Powerlifting,2004
9573,Men,-82.5 kg,Gold,UAE,United Arab Emirates,Powerlifting,2004
9574,Men,-82.5 kg,Silver,EGY,Egypt,Powerlifting,2004
9575,Men,-82.5 kg,Bronze,IRQ,Iraq,Powerlifting,2004
9576,Men,-90 kg,Gold,KOR,South Korea,Powerlifting,2004
9577,Men,-90 kg,Silver,POL,Poland,Powerlifting,2004
9578,Men,-90 kg,Bronze,CHN,China,Powerlifting,2004
9579,Men,-100 kg,Gold,IRI,Iran,Powerlifting,2004
9580,Men,-100 kg,Silver,NGR,Nigeria,Powerlifting,2004
9581,Men,-100 kg,Bronze,CHN,China,Powerlifting,2004
9582,Men,+100 kg,Gold,IRQ,Iraq,Powerlifting,2004
9583,Men,+100 kg,Silver,AUS,Australia,Powerlifting,2004
9584,Men,+100 kg,Bronze,HUN,Hungary,Powerlifting,2004
9585,Women,-40 kg,Gold,UKR,Ukraine,Powerlifting,2004
9586,Women,-40 kg,Silver,NGR,Nigeria,Powerlifting,2004
9587,Women,-40 kg,Bronze,MEX,Mexico,Powerlifting,2004
9588,Women,-44 kg,Gold,NGR,Nigeria,Powerlifting,2004
9589,Women,-44 kg,Silver,EGY,Egypt,Powerlifting,2004
9590,Women,-44 kg,Bronze,CHN,China,Powerlifting,2004
9591,Women,-48 kg,Gold,CHN,China,Powerlifting,2004
9592,Women,-48 kg,Silver,MEX,Mexico,Powerlifting,2004
9593,Women,-48 kg,Bronze,UKR,Ukraine,Powerlifting,2004
9594,Women,-52 kg,Gold,RUS,Russia,Powerlifting,2004
9595,Women,-52 kg,Silver,EGY,Egypt,Powerlifting,2004
9596,Women,-52 kg,Bronze,CHN,China,Powerlifting,2004
9597,Women,-56 kg,Gold,EGY,Egypt,Powerlifting,2004
9598,Women,-56 kg,Silver,NGR,Nigeria,Powerlifting,2004
9599,Women,-56 kg,Bronze,CHN,China,Powerlifting,2004
9600,Women,-60 kg,Gold,CHN,China,Powerlifting,2004
9601,Women,-60 kg,Silver,FRA,France,Powerlifting,2004
9602,Women,-60 kg,Bronze,EGY,Egypt,Powerlifting,2004
9603,Women,-67.5 kg,Gold,EGY,Egypt,Powerlifting,2004
9604,Women,-67.5 kg,Silver,CHN,China,Powerlifting,2004
9605,Women,-67.5 kg,Bronze,MEX,Mexico,Powerlifting,2004
9606,Women,-75 kg,Gold,TPE,Taiwan,Powerlifting,2004
9607,Women,-75 kg,Silver,CHN,China,Powerlifting,2004
9608,Women,-75 kg,Bronze,NGR,Nigeria,Powerlifting,2004
9609,Women,-82.5 kg,Gold,GBR,UK,Powerlifting,2004
9610,Women,-82.5 kg,Silver,FRA,France,Powerlifting,2004
9611,Women,-82.5 kg,Bronze,EGY,Egypt,Powerlifting,2004
9612,Women,+82.5 kg,Gold,CHN,China,Powerlifting,2004
9613,Women,+82.5 kg,Silver,EGY,Egypt,Powerlifting,2004
9614,Women,+82.5 kg,Bronze,NGR,Nigeria,Powerlifting,2004
9615,Men,-48 kg,Gold,NGR,Nigeria,Powerlifting,2008
9616,Men,-48 kg,Silver,JOR,Jordan,Powerlifting,2008
9617,Men,-48 kg,Bronze,LAO,Laos,Powerlifting,2008
9618,Men,-52 kg,Gold,CHN,China,Powerlifting,2008
9619,Men,-52 kg,Silver,EGY,Egypt,Powerlifting,2008
9620,Men,-52 kg,Bronze,THA,Thailand,Powerlifting,2008
9621,Men,-56 kg,Gold,EGY,Egypt,Powerlifting,2008
9622,Men,-56 kg,Silver,IRQ,Iraq,Powerlifting,2008
9623,Men,-56 kg,Bronze,KOR,South Korea,Powerlifting,2008
9624,Men,-60 kg,Gold,IRI,Iran,Powerlifting,2008
9625,Men,-60 kg,Silver,RUS,Russia,Powerlifting,2008
9626,Men,-60 kg,Bronze,EGY,Egypt,Powerlifting,2008
9627,Men,-67.5 kg,Gold,EGY,Egypt,Powerlifting,2008
9628,Men,-67.5 kg,Silver,IRI,Iran,Powerlifting,2008
9629,Men,-67.5 kg,Bronze,CHN,China,Powerlifting,2008
9630,Men,-75 kg,Gold,CHN,China,Powerlifting,2008
9631,Men,-75 kg,Silver,IRI,Iran,Powerlifting,2008
9632,Men,-75 kg,Bronze,JOR,Jordan,Powerlifting,2008
9633,Men,-82.5 kg,Gold,CHN,China,Powerlifting,2008
9634,Men,-82.5 kg,Silver,GRE,Greece,Powerlifting,2008
9635,Men,-82.5 kg,Bronze,IRQ,Iraq,Powerlifting,2008
9636,Men,-90 kg,Gold,CHN,China,Powerlifting,2008
9637,Men,-90 kg,Silver,UAE,United Arab Emirates,Powerlifting,2008
9638,Men,-90 kg,Bronze,POL,Poland,Powerlifting,2008
9639,Men,-100 kg,Gold,CHN,China,Powerlifting,2008
9640,Men,-100 kg,Silver,NGR,Nigeria,Powerlifting,2008
9641,Men,-100 kg,Bronze,IRI,Iran,Powerlifting,2008
9642,Men,+100 kg,Gold,IRI,Iran,Powerlifting,2008
9643,Men,+100 kg,Silver,AUS,Australia,Powerlifting,2008
9644,Men,+100 kg,Bronze,CHN,China,Powerlifting,2008
9645,Women,-40 kg,Gold,UKR,Ukraine,Powerlifting,2008
9646,Women,-40 kg,Silver,CHN,China,Powerlifting,2008
9647,Women,-40 kg,Bronze,MEX,Mexico,Powerlifting,2008
9648,Women,-44 kg,Gold,CHN,China,Powerlifting,2008
9649,Women,-44 kg,Silver,POL,Poland,Powerlifting,2008
9650,Women,-44 kg,Bronze,EGY,Egypt,Powerlifting,2008
9651,Women,-48 kg,Gold,NGR,Nigeria,Powerlifting,2008
9652,Women,-48 kg,Silver,RUS,Russia,Powerlifting,2008
9653,Women,-48 kg,Bronze,FRA,France,Powerlifting,2008
9654,Women,-52 kg,Gold,MEX,Mexico,Powerlifting,2008
9655,Women,-52 kg,Silver,RUS,Russia,Powerlifting,2008
9656,Women,-52 kg,Bronze,THA,Thailand,Powerlifting,2008
9657,Women,-56 kg,Gold,EGY,Egypt,Powerlifting,2008
9658,Women,-56 kg,Silver,RUS,Russia,Powerlifting,2008
9659,Women,-56 kg,Bronze,MAS,Malaysia,Powerlifting,2008
9660,Women,-60 kg,Gold,CHN,China,Powerlifting,2008
9661,Women,-60 kg,Silver,EGY,Egypt,Powerlifting,2008
9662,Women,-60 kg,Bronze,NGR,Nigeria,Powerlifting,2008
9663,Women,-67.5 kg,Gold,CHN,China,Powerlifting,2008
9664,Women,-67.5 kg,Silver,NGR,Nigeria,Powerlifting,2008
9665,Women,-67.5 kg,Bronze,SYR,Syria,Powerlifting,2008
9666,Women,-75 kg,Gold,TPE,Taiwan,Powerlifting,2008
9667,Women,-75 kg,Silver,EGY,Egypt,Powerlifting,2008
9668,Women,-75 kg,Bronze,CHN,China,Powerlifting,2008
9669,Women,-82.5 kg,Gold,EGY,Egypt,Powerlifting,2008
9670,Women,-82.5 kg,Silver,CHN,China,Powerlifting,2008
9671,Women,-82.5 kg,Bronze,MEX,Mexico,Powerlifting,2008
9672,Women,+82.5 kg,Gold,CHN,China,Powerlifting,2008
9673,Women,+82.5 kg,Silver,NGR,Nigeria,Powerlifting,2008
9674,Women,+82.5 kg,Bronze,EGY,Egypt,Powerlifting,2008
9675,Men,-48 kg,Gold,NGR,Nigeria,Powerlifting,2012
9676,Men,-48 kg,Silver,RUS,Russia,Powerlifting,2012
9677,Men,-48 kg,Bronze,EGY,Egypt,Powerlifting,2012
9678,Men,-52 kg,Gold,CHN,China,Powerlifting,2012
9679,Men,-52 kg,Silver,NGR,Nigeria,Powerlifting,2012
9680,Men,-52 kg,Bronze,RUS,Russia,Powerlifting,2012
9681,Men,-56 kg,Gold,EGY,Egypt,Powerlifting,2012
9682,Men,-56 kg,Silver,NGR,Nigeria,Powerlifting,2012
9683,Men,-56 kg,Bronze,CHN,China,Powerlifting,2012
9684,Men,-60 kg,Gold,IRI,Iran,Powerlifting,2012
9685,Men,-60 kg,Silver,NGR,Nigeria,Powerlifting,2012
9686,Men,-60 kg,Bronze,CHN,China,Powerlifting,2012
9687,Men,-67.5 kg,Gold,CHN,China,Powerlifting,2012
9688,Men,-67.5 kg,Silver,IRI,Iran,Powerlifting,2012
9689,Men,-67.5 kg,Bronze,EGY,Egypt,Powerlifting,2012
9690,Men,-75 kg,Gold,IRI,Iran,Powerlifting,2012
9691,Men,-75 kg,Silver,EGY,Egypt,Powerlifting,2012
9692,Men,-75 kg,Bronze,CHN,China,Powerlifting,2012
9693,Men,-82.5 kg,Gold,IRI,Iran,Powerlifting,2012
9694,Men,-82.5 kg,Silver,CHN,China,Powerlifting,2012
9695,Men,-82.5 kg,Bronze,EGY,Egypt,Powerlifting,2012
9696,Men,-90 kg,Gold,EGY,Egypt,Powerlifting,2012
9697,Men,-90 kg,Silver,CHN,China,Powerlifting,2012
9698,Men,-90 kg,Bronze,GRE,Greece,Powerlifting,2012
9699,Men,-100 kg,Gold,EGY,Egypt,Powerlifting,2012
9700,Men,-100 kg,Silver,CHN,China,Powerlifting,2012
9701,Men,-100 kg,Bronze,IRI,Iran,Powerlifting,2012
9702,Men,+100 kg,Gold,IRI,Iran,Powerlifting,2012
9703,Men,+100 kg,Silver,IRQ,Iraq,Powerlifting,2012
9704,Men,+100 kg,Bronze,KOR,South Korea,Powerlifting,2012
9705,Women,-40 kg,Gold,TUR,Turkey,Powerlifting,2012
9706,Women,-40 kg,Silver,CHN,China,Powerlifting,2012
9707,Women,-40 kg,Bronze,GBR,UK,Powerlifting,2012
9708,Women,-44 kg,Gold,NGR,Nigeria,Powerlifting,2012
9709,Women,-44 kg,Silver,TUR,Turkey,Powerlifting,2012
9710,Women,-44 kg,Bronze,UKR,Ukraine,Powerlifting,2012
9711,Women,-48 kg,Gold,NGR,Nigeria,Powerlifting,2012
9712,Women,-48 kg,Silver,RUS,Russia,Powerlifting,2012
9713,Women,-48 kg,Bronze,CHN,China,Powerlifting,2012
9714,Women,-52 kg,Gold,NGR,Nigeria,Powerlifting,2012
9715,Women,-52 kg,Silver,RUS,Russia,Powerlifting,2012
9716,Women,-52 kg,Bronze,CHN,China,Powerlifting,2012
9717,Women,-56 kg,Gold,EGY,Egypt,Powerlifting,2012
9718,Women,-56 kg,Silver,NGR,Nigeria,Powerlifting,2012
9719,Women,-56 kg,Bronze,TUR,Turkey,Powerlifting,2012
9720,Women,-60 kg,Gold,MEX,Mexico,Powerlifting,2012
9721,Women,-60 kg,Silver,CHN,China,Powerlifting,2012
9722,Women,-60 kg,Bronze,EGY,Egypt,Powerlifting,2012
9723,Women,-67.5 kg,Gold,FRA,France,Powerlifting,2012
9724,Women,-67.5 kg,Silver,CHN,China,Powerlifting,2012
9725,Women,-67.5 kg,Bronze,NGR,Nigeria,Powerlifting,2012
9726,Women,-75 kg,Gold,CHN,China,Powerlifting,2012
9727,Women,-75 kg,Silver,NGR,Nigeria,Powerlifting,2012
9728,Women,-75 kg,Bronze,TPE,Taiwan,Powerlifting,2012
9729,Women,-82.5 kg,Gold,NGR,Nigeria,Powerlifting,2012
9730,Women,-82.5 kg,Silver,EGY,Egypt,Powerlifting,2012
9731,Women,-82.5 kg,Bronze,CHN,China,Powerlifting,2012
9732,Women,+82.5 kg,Gold,NGR,Nigeria,Powerlifting,2012
9733,Women,+82.5 kg,Silver,EGY,Egypt,Powerlifting,2012
9734,Women,+82.5 kg,Bronze,MEX,Mexico,Powerlifting,2012
9735,Men,-49 kg,Gold,VIE,Vietnam,Powerlifting,2016
9736,Men,-49 kg,Silver,JOR,Jordan,Powerlifting,2016
9737,Men,-49 kg,Bronze,HUN,Hungary,Powerlifting,2016
9738,Men,-54 kg,Gold,NGR,Nigeria,Powerlifting,2016
9739,Men,-54 kg,Silver,CHN,China,Powerlifting,2016
9740,Men,-54 kg,Bronze,GRE,Greece,Powerlifting,2016
9741,Men,-59 kg,Gold,EGY,Egypt,Powerlifting,2016
9742,Men,-59 kg,Silver,GBR,UK,Powerlifting,2016
9743,Men,-59 kg,Bronze,CHN,China,Powerlifting,2016
9744,Men,-65 kg,Gold,NGR,Nigeria,Powerlifting,2016
9745,Men,-65 kg,Silver,CHN,China,Powerlifting,2016
9746,Men,-65 kg,Bronze,EGY,Egypt,Powerlifting,2016
9747,Men,-72 kg,Gold,CHN,China,Powerlifting,2016
9748,Men,-72 kg,Silver,IRQ,Iraq,Powerlifting,2016
9749,Men,-72 kg,Bronze,NGR,Nigeria,Powerlifting,2016
9750,Men,-80 kg,Gold,IRI,Iran,Powerlifting,2016
9751,Men,-80 kg,Silver,CHN,China,Powerlifting,2016
9752,Men,-80 kg,Bronze,UZB,Uzbekistan,Powerlifting,2016
9753,Men,-88 kg,Gold,UAE,United Arab Emirates,Powerlifting,2016
9754,Men,-88 kg,Silver,BRA,Brazil,Powerlifting,2016
9755,Men,-88 kg,Bronze,MGL,Mongolia,Powerlifting,2016
9756,Men,-97 kg,Gold,EGY,Egypt,Powerlifting,2016
9757,Men,-97 kg,Silver,CHN,China,Powerlifting,2016
9758,Men,-97 kg,Bronze,MEX,Mexico,Powerlifting,2016
9759,Men,-107 kg,Gold,GRE,Greece,Powerlifting,2016
9760,Men,-107 kg,Silver,EGY,Egypt,Powerlifting,2016
9761,Men,-107 kg,Bronze,IRI,Iran,Powerlifting,2016
9762,Men,+107 kg,Gold,IRI,Iran,Powerlifting,2016
9763,Men,+107 kg,Silver,EGY,Egypt,Powerlifting,2016
9764,Men,+107 kg,Bronze,JOR,Jordan,Powerlifting,2016
9765,Women,-41 kg,Gold,TUR,Turkey,Powerlifting,2016
9766,Women,-41 kg,Silver,CHN,China,Powerlifting,2016
9767,Women,-41 kg,Bronze,INA,Indonesia,Powerlifting,2016
9768,Women,-45 kg,Gold,CHN,China,Powerlifting,2016
9769,Women,-45 kg,Silver,NGR,Nigeria,Powerlifting,2016
9770,Women,-45 kg,Bronze,GBR,UK,Powerlifting,2016
9771,Women,-50 kg,Gold,UKR,Ukraine,Powerlifting,2016
9772,Women,-50 kg,Silver,EGY,Egypt,Powerlifting,2016
9773,Women,-50 kg,Bronze,VIE,Vietnam,Powerlifting,2016
9774,Women,-55 kg,Gold,MEX,Mexico,Powerlifting,2016
9775,Women,-55 kg,Silver,NGR,Nigeria,Powerlifting,2016
9776,Women,-55 kg,Bronze,CHN,China,Powerlifting,2016
9777,Women,-61 kg,Gold,NGR,Nigeria,Powerlifting,2016
9778,Women,-61 kg,Silver,EGY,Egypt,Powerlifting,2016
9779,Women,-61 kg,Bronze,CHN,China,Powerlifting,2016
9780,Women,-67 kg,Gold,CHN,China,Powerlifting,2016
9781,Women,-67 kg,Silver,KAZ,Kazakhstan,Powerlifting,2016
9782,Women,-67 kg,Bronze,EGY,Egypt,Powerlifting,2016
9783,Women,-73 kg,Gold,NGR,Nigeria,Powerlifting,2016
9784,Women,-73 kg,Silver,FRA,France,Powerlifting,2016
9785,Women,-73 kg,Bronze,EGY,Egypt,Powerlifting,2016
9786,Women,-79 kg,Gold,NGR,Nigeria,Powerlifting,2016
9787,Women,-79 kg,Silver,CHN,China,Powerlifting,2016
9788,Women,-79 kg,Bronze,TPE,Taiwan,Powerlifting,2016
9789,Women,-86 kg,Gold,EGY,Egypt,Powerlifting,2016
9790,Women,-86 kg,Silver,JOR,Jordan,Powerlifting,2016
9791,Women,-86 kg,Bronze,MEX,Mexico,Powerlifting,2016
9792,Women,+86 kg,Gold,NGR,Nigeria,Powerlifting,2016
9793,Women,+86 kg,Silver,POL,Poland,Powerlifting,2016
9794,Women,+86 kg,Bronze,NED,Netherlands,Powerlifting,2016
9795,Mixed,Wheelchair Rugby,Gold,,,Rugby,1996
9796,Mixed,Wheelchair Rugby,Silver,,,Rugby,1996
9797,Mixed,Wheelchair Rugby,Bronze,,,Rugby,1996
9798,Mixed,Wheelchair Rugby,Gold,USA,USA,Rugby,2000
9810,Mixed,Wheelchair Rugby,Silver,AUS,Australia,Rugby,2000
9822,Mixed,Wheelchair Rugby,Bronze,NZL,New Zealand,Rugby,2000
9833,Mixed,Wheelchair Rugby,Gold,NZL,New Zealand,Rugby,2004
9842,Mixed,Wheelchair Rugby,Silver,CAN,Canada,Rugby,2004
9854,Mixed,Wheelchair Rugby,Bronze,USA,USA,Rugby,2004
9866,Mixed,Wheelchair Rugby,Gold,USA,USA,Rugby,2008
9877,Mixed,Wheelchair Rugby,Silver,AUS,Australia,Rugby,2008
9888,Mixed,Wheelchair Rugby,Bronze,CAN,Canada,Rugby,2008
9900,Mixed,Wheelchair Rugby,Gold,AUS,Australia,Rugby,2012
9911,Mixed,Wheelchair Rugby,Silver,CAN,Canada,Rugby,2012
9923,Mixed,Wheelchair Rugby,Bronze,USA,USA,Rugby,2012
9935,Mixed,Wheelchair Rugby,Gold,AUS,Australia,Rugby,2016
9947,Mixed,Wheelchair Rugby,Silver,USA,USA,Rugby,2016
9959,Mixed,Wheelchair Rugby,Bronze,JPN,Japan,Rugby,2016
9971,Men,25 m Freestyle 1A,Gold,GBR,UK,Swimming,1980
9972,Men,25 m Freestyle 1A,Silver,FIN,Finland,Swimming,1980
9973,Men,25 m Freestyle 1A,Bronze,FRG,Germany,Swimming,1980
9974,Men,25 m Freestyle 1B,Gold,CAN,Canada,Swimming,1980
9975,Men,25 m Freestyle 1B,Silver,USA,USA,Swimming,1980
9976,Men,25 m Freestyle 1B,Bronze,FIN,Finland,Swimming,1980
9977,Men,25 m Freestyle 1C,Gold,POL,Poland,Swimming,1980
9978,Men,25 m Freestyle 1C,Silver,FRG,Germany,Swimming,1980
9979,Men,25 m Freestyle 1C,Bronze,USA,USA,Swimming,1980
9980,Men,50 m Freestyle CP C,Gold,NOR,Norway,Swimming,1980
9981,Men,50 m Freestyle CP C,Silver,SWE,Sweden,Swimming,1980
9982,Men,50 m Freestyle CP C,Bronze,NED,Netherlands,Swimming,1980
9983,Men,50 m Freestyle E1,Gold,POL,Poland,Swimming,1980
9984,Men,50 m Freestyle E1,Silver,YUG,Serbia,Swimming,1980
9985,Men,50 m Freestyle E1,Bronze,YUG,Serbia,Swimming,1980
9986,Men,50 m Freestyle F,Gold,FRG,Germany,Swimming,1980
9987,Men,50 m Freestyle F,Silver,ISR,Israel,Swimming,1980
9988,Men,50 m Freestyle F,Bronze,JPN,Japan,Swimming,1980
9989,Men,50 m Freestyle J,Gold,NED,Netherlands,Swimming,1980
9990,Men,50 m Freestyle J,Silver,AUS,Australia,Swimming,1980
9991,Men,50 m Freestyle J,Bronze,NED,Netherlands,Swimming,1980
9992,Men,50 m Freestyle 2,Gold,POL,Poland,Swimming,1980
9993,Men,50 m Freestyle 2,Silver,ISR,Israel,Swimming,1980
9994,Men,50 m Freestyle 2,Bronze,BEL,Belgium,Swimming,1980
9995,Men,50 m Freestyle 3,Gold,POL,Poland,Swimming,1980
9996,Men,50 m Freestyle 3,Silver,POL,Poland,Swimming,1980
9997,Men,50 m Freestyle 3,Bronze,ESP,Spain,Swimming,1980
9998,Men,100 m Freestyle A,Gold,GBR,UK,Swimming,1980
9999,Men,100 m Freestyle A,Silver,CAN,Canada,Swimming,1980
10000,Men,100 m Freestyle A,Bronze,USA,USA,Swimming,1980
10001,Men,100 m Freestyle B,Gold,USA,USA,Swimming,1980
10002,Men,100 m Freestyle B,Silver,USA,USA,Swimming,1980
10003,Men,100 m Freestyle B,Bronze,SWE,Sweden,Swimming,1980
10004,Men,100 m Freestyle CP D,Gold,NED,Netherlands,Swimming,1980
10005,Men,100 m Freestyle CP D,Silver,NOR,Norway,Swimming,1980
10006,Men,100 m Freestyle CP D,Bronze,SWE,Sweden,Swimming,1980
10007,Men,100 m Freestyle C-D,Gold,ISR,Israel,Swimming,1980
10008,Men,100 m Freestyle C-D,Silver,SWE,Sweden,Swimming,1980
10009,Men,100 m Freestyle C-D,Bronze,AUS,Australia,Swimming,1980
10010,Men,100 m Freestyle C1-D1,Gold,NED,Netherlands,Swimming,1980
10011,Men,100 m Freestyle C1-D1,Silver,NOR,Norway,Swimming,1980
10012,Men,100 m Freestyle C1-D1,Bronze,CAN,Canada,Swimming,1980
10013,Men,100 m Freestyle E,Gold,NED,Netherlands,Swimming,1980
10014,Men,100 m Freestyle E,Silver,NED,Netherlands,Swimming,1980
10015,Men,100 m Freestyle E,Bronze,POL,Poland,Swimming,1980
10016,Men,100 m Freestyle 4,Gold,SWE,Sweden,Swimming,1980
10017,Men,100 m Freestyle 4,Silver,ISR,Israel,Swimming,1980
10018,Men,100 m Freestyle 4,Bronze,USA,USA,Swimming,1980
10019,Men,100 m Freestyle 5,Gold,NED,Netherlands,Swimming,1980
10020,Men,100 m Freestyle 5,Silver,SWE,Sweden,Swimming,1980
10021,Men,100 m Freestyle 5,Bronze,FRA,France,Swimming,1980
10022,Men,100 m Freestyle 6,Gold,ISR,Israel,Swimming,1980
10023,Men,100 m Freestyle 6,Silver,EGY,Egypt,Swimming,1980
10024,Men,100 m Freestyle 6,Bronze,FRG,Germany,Swimming,1980
10025,Men,400 m Freestyle C-D,Gold,AUS,Australia,Swimming,1980
10026,Men,400 m Freestyle C-D,Silver,POL,Poland,Swimming,1980
10027,Men,400 m Freestyle C-D,Bronze,ISR,Israel,Swimming,1980
10028,Men,25 m Backstroke 1A,Gold,GBR,UK,Swimming,1980
10029,Men,25 m Backstroke 1A,Silver,FIN,Finland,Swimming,1980
10030,Men,25 m Backstroke 1A,Bronze,CAN,Canada,Swimming,1980
10031,Men,25 m Backstroke 1B,Gold,SWE,Sweden,Swimming,1980
10032,Men,25 m Backstroke 1B,Silver,SWE,Sweden,Swimming,1980
10033,Men,25 m Backstroke 1B,Bronze,CAN,Canada,Swimming,1980
10034,Men,25 m Backstroke 1C,Gold,POL,Poland,Swimming,1980
10035,Men,25 m Backstroke 1C,Silver,AUS,Australia,Swimming,1980
10036,Men,25 m Backstroke 1C,Bronze,USA,USA,Swimming,1980
10037,Men,50 m Backstroke CP C,Gold,NED,Netherlands,Swimming,1980
10038,Men,50 m Backstroke CP C,Silver,SWE,Sweden,Swimming,1980
10039,Men,50 m Backstroke CP C,Bronze,NOR,Norway,Swimming,1980
10040,Men,50 m Backstroke E1,Gold,POL,Poland,Swimming,1980
