,gender,event,medal,abb,country,type,year
10041,Men,50 m Backstroke E1,Silver,YUG,Serbia,Swimming,1980
10042,Men,50 m Backstroke E1,Bronze,DEN,Denmark,Swimming,1980
10043,Men,50 m Backstroke F,Gold,FRG,Germany,Swimming,1980
10044,Men,50 m Backstroke F,Silver,ISR,Israel,Swimming,1980
10045,Men,50 m Backstroke F,Bronze,JPN,Japan,Swimming,1980
10046,Men,50 m Backstroke F1,Gold,FRA,France,Swimming,1980
10047,Men,50 m Backstroke F1,Silver,FRG,Germany,Swimming,1980
10048,Men,50 m Backstroke F1,Bronze,FRG,Germany,Swimming,1980
10049,Men,50 m Backstroke J,Gold,NED,Netherlands,Swimming,1980
10050,Men,50 m Backstroke J,Silver,AUS,Australia,Swimming,1980
10051,Men,50 m Backstroke J,Bronze,NED,Netherlands,Swimming,1980
10052,Men,50 m Backstroke 2,Gold,POL,Poland,Swimming,1980
10053,Men,50 m Backstroke 2,Silver,POL,Poland,Swimming,1980
10054,Men,50 m Backstroke 2,Bronze,BEL,Belgium,Swimming,1980
10055,Men,50 m Backstroke 3,Gold,POL,Poland,Swimming,1980
10056,Men,50 m Backstroke 3,Silver,MEX,Mexico,Swimming,1980
10057,Men,50 m Backstroke 3,Bronze,ZIM,Zimbabwe,Swimming,1980
10058,Men,100 m Backstroke A,Gold,GBR,UK,Swimming,1980
10059,Men,100 m Backstroke A,Silver,SWE,Sweden,Swimming,1980
10060,Men,100 m Backstroke A,Bronze,USA,USA,Swimming,1980
10061,Men,100 m Backstroke B,Gold,SWE,Sweden,Swimming,1980
10062,Men,100 m Backstroke B,Silver,USA,USA,Swimming,1980
10063,Men,100 m Backstroke B,Bronze,USA,USA,Swimming,1980
10064,Men,100 m Backstroke CP D,Gold,NED,Netherlands,Swimming,1980
10065,Men,100 m Backstroke CP D,Silver,GBR,UK,Swimming,1980
10066,Men,100 m Backstroke CP D,Bronze,SUI,Switzerland,Swimming,1980
10067,Men,100 m Backstroke C-D,Gold,CAN,Canada,Swimming,1980
10068,Men,100 m Backstroke C-D,Silver,AUS,Australia,Swimming,1980
10069,Men,100 m Backstroke C-D,Bronze,COL,Colombia,Swimming,1980
10070,Men,100 m Backstroke C1-D1,Gold,CAN,Canada,Swimming,1980
10071,Men,100 m Backstroke C1-D1,Silver,NOR,Norway,Swimming,1980
10072,Men,100 m Backstroke C1-D1,Bronze,NED,Netherlands,Swimming,1980
10073,Men,100 m Backstroke E,Gold,NED,Netherlands,Swimming,1980
10074,Men,100 m Backstroke E,Silver,NED,Netherlands,Swimming,1980
10075,Men,100 m Backstroke E,Bronze,NED,Netherlands,Swimming,1980
10076,Men,100 m Backstroke 4,Gold,USA,USA,Swimming,1980
10077,Men,100 m Backstroke 4,Silver,POL,Poland,Swimming,1980
10078,Men,100 m Backstroke 4,Bronze,CAN,Canada,Swimming,1980
10079,Men,100 m Backstroke 5,Gold,POL,Poland,Swimming,1980
10080,Men,100 m Backstroke 5,Silver,ESP,Spain,Swimming,1980
10081,Men,100 m Backstroke 5,Bronze,SWE,Sweden,Swimming,1980
10082,Men,100 m Backstroke 6,Gold,NED,Netherlands,Swimming,1980
10083,Men,100 m Backstroke 6,Silver,FRG,Germany,Swimming,1980
10084,Men,100 m Backstroke 6,Bronze,MEX,Mexico,Swimming,1980
10085,Men,25 m Breaststroke 1A,Gold,GBR,UK,Swimming,1980
10086,Men,25 m Breaststroke 1A,Silver,FRG,Germany,Swimming,1980
10087,Men,25 m Breaststroke 1A,Bronze,FIN,Finland,Swimming,1980
10088,Men,25 m Breaststroke 1B,Gold,CAN,Canada,Swimming,1980
10089,Men,25 m Breaststroke 1B,Silver,USA,USA,Swimming,1980
10090,Men,25 m Breaststroke 1B,Bronze,BEL,Belgium,Swimming,1980
10091,Men,25 m Breaststroke 1C,Gold,POL,Poland,Swimming,1980
10092,Men,25 m Breaststroke 1C,Silver,AUS,Australia,Swimming,1980
10093,Men,25 m Breaststroke 1C,Bronze,FRG,Germany,Swimming,1980
10094,Men,50 m Breaststroke CP C,Gold,SWE,Sweden,Swimming,1980
10095,Men,50 m Breaststroke CP C,Silver,NOR,Norway,Swimming,1980
10096,Men,50 m Breaststroke CP C,Bronze,NED,Netherlands,Swimming,1980
10097,Men,50 m Breaststroke E1,Gold,POL,Poland,Swimming,1980
10098,Men,50 m Breaststroke E1,Silver,FRG,Germany,Swimming,1980
10099,Men,50 m Breaststroke E1,Bronze,YUG,Serbia,Swimming,1980
10100,Men,50 m Breaststroke F,Gold,ISR,Israel,Swimming,1980
10101,Men,50 m Breaststroke F,Silver,FIN,Finland,Swimming,1980
10102,Men,50 m Breaststroke F,Bronze,FRG,Germany,Swimming,1980
10103,Men,50 m Breaststroke F1,Gold,FRG,Germany,Swimming,1980
10104,Men,50 m Breaststroke F1,Silver,FRG,Germany,Swimming,1980
10105,Men,50 m Breaststroke F1,Bronze,FRA,France,Swimming,1980
10106,Men,50 m Breaststroke J,Gold,NED,Netherlands,Swimming,1980
10107,Men,50 m Breaststroke J,Silver,NOR,Norway,Swimming,1980
10108,Men,50 m Breaststroke J,Bronze,NED,Netherlands,Swimming,1980
10109,Men,50 m Breaststroke 2,Gold,POL,Poland,Swimming,1980
10110,Men,50 m Breaststroke 2,Silver,POL,Poland,Swimming,1980
10111,Men,50 m Breaststroke 2,Bronze,ISR,Israel,Swimming,1980
10112,Men,50 m Breaststroke 3,Gold,POL,Poland,Swimming,1980
10113,Men,50 m Breaststroke 3,Silver,ISR,Israel,Swimming,1980
10114,Men,50 m Breaststroke 3,Bronze,POL,Poland,Swimming,1980
10115,Men,100 m Breaststroke A,Gold,CAN,Canada,Swimming,1980
10116,Men,100 m Breaststroke A,Silver,SWE,Sweden,Swimming,1980
10117,Men,100 m Breaststroke A,Bronze,USA,USA,Swimming,1980
10118,Men,100 m Breaststroke B,Gold,USA,USA,Swimming,1980
10119,Men,100 m Breaststroke B,Silver,USA,USA,Swimming,1980
10120,Men,100 m Breaststroke B,Bronze,SWE,Sweden,Swimming,1980
10121,Men,100 m Breaststroke C,Gold,POL,Poland,Swimming,1980
10122,Men,100 m Breaststroke C,Silver,ISR,Israel,Swimming,1980
10123,Men,100 m Breaststroke C,Bronze,SWE,Sweden,Swimming,1980
10124,Men,100 m Breaststroke C1,Gold,NOR,Norway,Swimming,1980
10125,Men,100 m Breaststroke C1,Silver,CAN,Canada,Swimming,1980
10126,Men,100 m Breaststroke C1,Bronze,POL,Poland,Swimming,1980
10127,Men,100 m Breaststroke CP D,Gold,NED,Netherlands,Swimming,1980
10128,Men,100 m Breaststroke CP D,Silver,SWE,Sweden,Swimming,1980
10129,Men,100 m Breaststroke CP D,Bronze,NOR,Norway,Swimming,1980
10130,Men,100 m Breaststroke D,Gold,COL,Colombia,Swimming,1980
10131,Men,100 m Breaststroke D,Silver,CAN,Canada,Swimming,1980
10132,Men,100 m Breaststroke D,Bronze,FRG,Germany,Swimming,1980
10133,Men,100 m Breaststroke D1,Gold,YUG,Serbia,Swimming,1980
10134,Men,100 m Breaststroke D1,Silver,USA,USA,Swimming,1980
10135,Men,100 m Breaststroke D1,Bronze,FRG,Germany,Swimming,1980
10136,Men,100 m Breaststroke E,Gold,NED,Netherlands,Swimming,1980
10137,Men,100 m Breaststroke E,Silver,NED,Netherlands,Swimming,1980
10138,Men,100 m Breaststroke E,Bronze,POL,Poland,Swimming,1980
10139,Men,100 m Breaststroke 4,Gold,NZL,New Zealand,Swimming,1980
10140,Men,100 m Breaststroke 4,Silver,CAN,Canada,Swimming,1980
10141,Men,100 m Breaststroke 4,Bronze,SWE,Sweden,Swimming,1980
10142,Men,100 m Breaststroke 5,Gold,SWE,Sweden,Swimming,1980
10143,Men,100 m Breaststroke 5,Silver,POL,Poland,Swimming,1980
10144,Men,100 m Breaststroke 5,Bronze,FRA,France,Swimming,1980
10145,Men,100 m Breaststroke 6,Gold,POL,Poland,Swimming,1980
10146,Men,100 m Breaststroke 6,Silver,NED,Netherlands,Swimming,1980
10147,Men,100 m Breaststroke 6,Bronze,FRA,France,Swimming,1980
10148,Men,25 m Butterfly 2,Gold,POL,Poland,Swimming,1980
10149,Men,25 m Butterfly 2,Silver,ISR,Israel,Swimming,1980
10150,Men,25 m Butterfly 2,Bronze,JPN,Japan,Swimming,1980
10151,Men,25 m Butterfly 3,Gold,POL,Poland,Swimming,1980
10152,Men,25 m Butterfly 3,Silver,POL,Poland,Swimming,1980
10153,Men,25 m Butterfly 3,Bronze,ESP,Spain,Swimming,1980
10154,Men,25 m Butterfly 4,Gold,USA,USA,Swimming,1980
10155,Men,25 m Butterfly 4,Silver,SWE,Sweden,Swimming,1980
10156,Men,25 m Butterfly 4,Bronze,NED,Netherlands,Swimming,1980
10157,Men,50 m Butterfly 5,Gold,ESP,Spain,Swimming,1980
10158,Men,50 m Butterfly 5,Silver,POL,Poland,Swimming,1980
10159,Men,50 m Butterfly 5,Bronze,NED,Netherlands,Swimming,1980
10160,Men,100 m Butterfly A,Gold,CAN,Canada,Swimming,1980
10161,Men,100 m Butterfly A,Silver,GBR,UK,Swimming,1980
10162,Men,100 m Butterfly A,Bronze,USA,USA,Swimming,1980
10163,Men,100 m Butterfly B,Gold,USA,USA,Swimming,1980
10164,Men,100 m Butterfly B,Silver,SWE,Sweden,Swimming,1980
10165,Men,100 m Butterfly B,Bronze,USA,USA,Swimming,1980
10166,Men,100 m Butterfly C,Gold,ISR,Israel,Swimming,1980
10167,Men,100 m Butterfly C,Silver,CAN,Canada,Swimming,1980
10168,Men,100 m Butterfly C,Bronze,POL,Poland,Swimming,1980
10169,Men,100 m Butterfly D,Gold,GBR,UK,Swimming,1980
10170,Men,100 m Butterfly D,Silver,TCH,Czech Republic,Swimming,1980
10171,Men,100 m Butterfly D,Bronze,CAN,Canada,Swimming,1980
10172,Men,100 m Butterfly E,Gold,NED,Netherlands,Swimming,1980
10173,Men,100 m Butterfly E,Silver,POL,Poland,Swimming,1980
10174,Men,100 m Butterfly E,Bronze,FRG,Germany,Swimming,1980
10175,Men,100 m Butterfly 6,Gold,ISR,Israel,Swimming,1980
10176,Men,100 m Butterfly 6,Silver,FRG,Germany,Swimming,1980
10177,Men,100 m Butterfly 6,Bronze,FRA,France,Swimming,1980
10178,Men,2x25 m Individual Medley F1,Gold,FRA,France,Swimming,1980
10179,Men,2x25 m Individual Medley F1,Silver,FRG,Germany,Swimming,1980
10180,Men,2x25 m Individual Medley F1,Bronze,FRA,France,Swimming,1980
10181,Men,3x25 m Individual Medley 2,Gold,POL,Poland,Swimming,1980
10182,Men,3x25 m Individual Medley 2,Silver,POL,Poland,Swimming,1980
10183,Men,3x25 m Individual Medley 2,Bronze,ISR,Israel,Swimming,1980
10184,Men,3x50 m Individual Medley C1,Gold,NOR,Norway,Swimming,1980
10185,Men,3x50 m Individual Medley C1,Silver,NED,Netherlands,Swimming,1980
10186,Men,3x50 m Individual Medley C1,Bronze,POL,Poland,Swimming,1980
10187,Men,3x50 m Individual Medley D1,Gold,YUG,Serbia,Swimming,1980
10188,Men,3x50 m Individual Medley D1,Silver,FRG,Germany,Swimming,1980
10189,Men,3x50 m Individual Medley D1,Bronze,NED,Netherlands,Swimming,1980
10190,Men,3x50 m Individual Medley E1,Gold,POL,Poland,Swimming,1980
10191,Men,3x50 m Individual Medley E1,Silver,YUG,Serbia,Swimming,1980
10192,Men,3x50 m Individual Medley E1,Bronze,YUG,Serbia,Swimming,1980
10193,Men,3x50 m Individual Medley F,Gold,FRG,Germany,Swimming,1980
10194,Men,3x50 m Individual Medley F,Silver,ISR,Israel,Swimming,1980
10195,Men,3x50 m Individual Medley F,Bronze,FRG,Germany,Swimming,1980
10196,Men,3x25 m Freestyle Relay 1A-1C,Gold,FRG,Germany,Swimming,1980
10197,Men,3x25 m Freestyle Relay 1A-1C,Silver,USA,USA,Swimming,1980
10198,Men,3x25 m Freestyle Relay 1A-1C,Bronze,CAN,Canada,Swimming,1980
10199,Men,3x50 m Freestyle Relay E-F,Gold,FRG,Germany,Swimming,1980
10200,Men,3x50 m Freestyle Relay E1-F1,Gold,FRG,Germany,Swimming,1980
10201,Men,3x50 m Freestyle Relay E1-F1,Silver,FRA,France,Swimming,1980
10202,Men,3x100 m Freestyle Relay C1-D1,Gold,NED,Netherlands,Swimming,1980
10203,Men,3x50 m Medley Relay 2-4,Gold,POL,Poland,Swimming,1980
10204,Men,3x50 m Medley Relay 2-4,Silver,ISR,Israel,Swimming,1980
10205,Men,3x50 m Medley Relay 2-4,Bronze,NZL,New Zealand,Swimming,1980
10206,Men,3x100 m Medley Relay CP D,Gold,NED,Netherlands,Swimming,1980
10207,Men,3x100 m Medley Relay CP D,Silver,FRA,France,Swimming,1980
10208,Men,3x100 m Medley Relay CP D,Bronze,BEL,Belgium,Swimming,1980
10209,Women,25 m Freestyle 1A,Gold,USA,USA,Swimming,1980
10210,Women,25 m Freestyle 1A,Silver,MEX,Mexico,Swimming,1980
10211,Women,25 m Freestyle 1A,Bronze,ARG,Argentina,Swimming,1980
10212,Women,25 m Freestyle 1B,Gold,MEX,Mexico,Swimming,1980
10213,Women,25 m Freestyle 1B,Silver,ARG,Argentina,Swimming,1980
10214,Women,25 m Freestyle 1B,Bronze,ZIM,Zimbabwe,Swimming,1980
10215,Women,25 m Freestyle 1C,Gold,GBR,UK,Swimming,1980
10216,Women,25 m Freestyle 1C,Silver,SWE,Sweden,Swimming,1980
10217,Women,50 m Freestyle CP C,Gold,NED,Netherlands,Swimming,1980
10218,Women,50 m Freestyle CP C,Silver,SWE,Sweden,Swimming,1980
10219,Women,50 m Freestyle CP C,Bronze,BEL,Belgium,Swimming,1980
10220,Women,50 m Freestyle F,Gold,CAN,Canada,Swimming,1980
10221,Women,50 m Freestyle F,Silver,FRA,France,Swimming,1980
10222,Women,50 m Freestyle J,Gold,CAN,Canada,Swimming,1980
10223,Women,50 m Freestyle J,Silver,NED,Netherlands,Swimming,1980
10224,Women,50 m Freestyle J,Bronze,SWE,Sweden,Swimming,1980
10225,Women,50 m Freestyle 2,Gold,GBR,UK,Swimming,1980
10226,Women,50 m Freestyle 2,Silver,FRG,Germany,Swimming,1980
10227,Women,50 m Freestyle 2,Bronze,POL,Poland,Swimming,1980
10228,Women,50 m Freestyle 3,Gold,ARG,Argentina,Swimming,1980
10229,Women,50 m Freestyle 3,Silver,SWE,Sweden,Swimming,1980
10230,Women,50 m Freestyle 3,Bronze,GBR,UK,Swimming,1980
10231,Women,100 m Freestyle A,Gold,CAN,Canada,Swimming,1980
10232,Women,100 m Freestyle A,Silver,AUS,Australia,Swimming,1980
10233,Women,100 m Freestyle A,Bronze,SWE,Sweden,Swimming,1980
10234,Women,100 m Freestyle B,Gold,USA,USA,Swimming,1980
10235,Women,100 m Freestyle B,Silver,SWE,Sweden,Swimming,1980
10236,Women,100 m Freestyle B,Bronze,USA,USA,Swimming,1980
10237,Women,100 m Freestyle CP D,Gold,NED,Netherlands,Swimming,1980
10238,Women,100 m Freestyle CP D,Silver,NOR,Norway,Swimming,1980
10239,Women,100 m Freestyle CP D,Bronze,NED,Netherlands,Swimming,1980
10240,Women,100 m Freestyle C-D,Gold,GBR,UK,Swimming,1980
10241,Women,100 m Freestyle C-D,Silver,CAN,Canada,Swimming,1980
10242,Women,100 m Freestyle C-D,Bronze,FRG,Germany,Swimming,1980
10243,Women,100 m Freestyle C1-D1,Gold,POL,Poland,Swimming,1980
10244,Women,100 m Freestyle C1-D1,Silver,NED,Netherlands,Swimming,1980
10245,Women,100 m Freestyle C1-D1,Bronze,CAN,Canada,Swimming,1980
10246,Women,100 m Freestyle E,Gold,SWE,Sweden,Swimming,1980
10247,Women,100 m Freestyle E,Silver,FRA,France,Swimming,1980
10248,Women,100 m Freestyle E,Bronze,USA,USA,Swimming,1980
10249,Women,100 m Freestyle 4,Gold,POL,Poland,Swimming,1980
10250,Women,100 m Freestyle 4,Silver,SWE,Sweden,Swimming,1980
10251,Women,100 m Freestyle 4,Bronze,ESP,Spain,Swimming,1980
10252,Women,100 m Freestyle 5,Gold,FRG,Germany,Swimming,1980
10253,Women,100 m Freestyle 5,Silver,GBR,UK,Swimming,1980
10254,Women,100 m Freestyle 5,Bronze,POL,Poland,Swimming,1980
10255,Women,100 m Freestyle 6,Gold,POL,Poland,Swimming,1980
10256,Women,100 m Freestyle 6,Silver,ESP,Spain,Swimming,1980
10257,Women,100 m Freestyle 6,Bronze,BAH,Bahamas,Swimming,1980
10258,Women,400 m Freestyle C-D,Gold,SWE,Sweden,Swimming,1980
10259,Women,400 m Freestyle C-D,Silver,CAN,Canada,Swimming,1980
10260,Women,400 m Freestyle C-D,Bronze,CAN,Canada,Swimming,1980
10261,Women,25 m Backstroke 1A,Gold,USA,USA,Swimming,1980
10262,Women,25 m Backstroke 1A,Silver,MEX,Mexico,Swimming,1980
10263,Women,25 m Backstroke 1A,Bronze,ARG,Argentina,Swimming,1980
10264,Women,25 m Backstroke 1B,Gold,MEX,Mexico,Swimming,1980
10265,Women,25 m Backstroke 1B,Silver,ARG,Argentina,Swimming,1980
10266,Women,25 m Backstroke 1B,Bronze,ZIM,Zimbabwe,Swimming,1980
10267,Women,25 m Backstroke 1C,Gold,GBR,UK,Swimming,1980
10268,Women,25 m Backstroke 1C,Silver,SWE,Sweden,Swimming,1980
10269,Women,50 m Backstroke CP C,Gold,NED,Netherlands,Swimming,1980
10270,Women,50 m Backstroke CP C,Silver,BEL,Belgium,Swimming,1980
10271,Women,50 m Backstroke CP C,Bronze,DEN,Denmark,Swimming,1980
10272,Women,50 m Backstroke F,Gold,FRA,France,Swimming,1980
10273,Women,50 m Backstroke F,Silver,CAN,Canada,Swimming,1980
10274,Women,50 m Backstroke F1,Gold,FRG,Germany,Swimming,1980
10275,Women,50 m Backstroke J,Gold,CAN,Canada,Swimming,1980
10276,Women,50 m Backstroke J,Silver,NED,Netherlands,Swimming,1980
10277,Women,50 m Backstroke J,Bronze,SWE,Sweden,Swimming,1980
10278,Women,50 m Backstroke 2,Gold,GBR,UK,Swimming,1980
10279,Women,50 m Backstroke 2,Silver,FRG,Germany,Swimming,1980
10280,Women,50 m Backstroke 2,Bronze,POL,Poland,Swimming,1980
10281,Women,50 m Backstroke 3,Gold,POL,Poland,Swimming,1980
10282,Women,50 m Backstroke 3,Silver,JAM,Jamaica,Swimming,1980
10283,Women,50 m Backstroke 3,Bronze,ARG,Argentina,Swimming,1980
10284,Women,100 m Backstroke A,Gold,CAN,Canada,Swimming,1980
10285,Women,100 m Backstroke A,Silver,USA,USA,Swimming,1980
10286,Women,100 m Backstroke A,Bronze,CAN,Canada,Swimming,1980
10287,Women,100 m Backstroke B,Gold,USA,USA,Swimming,1980
10288,Women,100 m Backstroke B,Silver,USA,USA,Swimming,1980
10289,Women,100 m Backstroke B,Bronze,USA,USA,Swimming,1980
10290,Women,100 m Backstroke CP D,Gold,NED,Netherlands,Swimming,1980
10291,Women,100 m Backstroke CP D,Silver,NED,Netherlands,Swimming,1980
10292,Women,100 m Backstroke CP D,Bronze,USA,USA,Swimming,1980
10293,Women,100 m Backstroke C-D,Gold,CAN,Canada,Swimming,1980
10294,Women,100 m Backstroke C-D,Silver,GBR,UK,Swimming,1980
10295,Women,100 m Backstroke C-D,Bronze,SWE,Sweden,Swimming,1980
10296,Women,100 m Backstroke C1-D1,Gold,POL,Poland,Swimming,1980
10297,Women,100 m Backstroke C1-D1,Silver,NED,Netherlands,Swimming,1980
10298,Women,100 m Backstroke C1-D1,Bronze,NOR,Norway,Swimming,1980
10299,Women,100 m Backstroke E,Gold,SWE,Sweden,Swimming,1980
10300,Women,100 m Backstroke E,Silver,POL,Poland,Swimming,1980
10301,Women,100 m Backstroke E,Bronze,FRA,France,Swimming,1980
10302,Women,100 m Backstroke 4,Gold,POL,Poland,Swimming,1980
10303,Women,100 m Backstroke 4,Silver,ESP,Spain,Swimming,1980
10304,Women,100 m Backstroke 4,Bronze,NED,Netherlands,Swimming,1980
10305,Women,100 m Backstroke 5,Gold,FRG,Germany,Swimming,1980
10306,Women,100 m Backstroke 5,Silver,POL,Poland,Swimming,1980
10307,Women,100 m Backstroke 5,Bronze,GBR,UK,Swimming,1980
10308,Women,100 m Backstroke 6,Gold,POL,Poland,Swimming,1980
10309,Women,100 m Backstroke 6,Silver,ESP,Spain,Swimming,1980
10310,Women,25 m Breaststroke 1A,Gold,ARG,Argentina,Swimming,1980
10311,Women,25 m Breaststroke 1A,Silver,ZIM,Zimbabwe,Swimming,1980
10312,Women,25 m Breaststroke 1B,Gold,ARG,Argentina,Swimming,1980
10313,Women,25 m Breaststroke 1B,Silver,ZIM,Zimbabwe,Swimming,1980
10314,Women,25 m Breaststroke 1B,Bronze,USA,USA,Swimming,1980
10315,Women,25 m Breaststroke 1C,Gold,GBR,UK,Swimming,1980
10316,Women,50 m Breaststroke CP C,Gold,SWE,Sweden,Swimming,1980
10317,Women,50 m Breaststroke CP C,Silver,NED,Netherlands,Swimming,1980
10318,Women,50 m Breaststroke CP C,Bronze,DEN,Denmark,Swimming,1980
10319,Women,50 m Breaststroke E1,Gold,ISL,Iceland,Swimming,1980
10320,Women,50 m Breaststroke F,Gold,CAN,Canada,Swimming,1980
10321,Women,50 m Breaststroke F,Silver,FRA,France,Swimming,1980
10322,Women,50 m Breaststroke F1,Gold,FRG,Germany,Swimming,1980
10323,Women,50 m Breaststroke F1,Silver,FRG,Germany,Swimming,1980
10324,Women,50 m Breaststroke J,Gold,CAN,Canada,Swimming,1980
10325,Women,50 m Breaststroke J,Silver,NED,Netherlands,Swimming,1980
10326,Women,50 m Breaststroke 2,Gold,FRG,Germany,Swimming,1980
10327,Women,50 m Breaststroke 2,Silver,FRG,Germany,Swimming,1980
10328,Women,50 m Breaststroke 2,Bronze,GBR,UK,Swimming,1980
10329,Women,50 m Breaststroke 3,Gold,ARG,Argentina,Swimming,1980
10330,Women,50 m Breaststroke 3,Silver,JAM,Jamaica,Swimming,1980
10331,Women,50 m Breaststroke 3,Bronze,SWE,Sweden,Swimming,1980
10332,Women,100 m Breaststroke A,Gold,CAN,Canada,Swimming,1980
10333,Women,100 m Breaststroke A,Silver,GBR,UK,Swimming,1980
10334,Women,100 m Breaststroke A,Bronze,NED,Netherlands,Swimming,1980
10335,Women,100 m Breaststroke B,Gold,USA,USA,Swimming,1980
10336,Women,100 m Breaststroke B,Silver,CAN,Canada,Swimming,1980
10337,Women,100 m Breaststroke B,Bronze,GBR,UK,Swimming,1980
10338,Women,100 m Breaststroke C,Gold,CAN,Canada,Swimming,1980
10339,Women,100 m Breaststroke C1,Gold,POL,Poland,Swimming,1980
10340,Women,100 m Breaststroke C1,Silver,NED,Netherlands,Swimming,1980
10341,Women,100 m Breaststroke C1,Bronze,POL,Poland,Swimming,1980
10342,Women,100 m Breaststroke CP D,Gold,NED,Netherlands,Swimming,1980
10343,Women,100 m Breaststroke CP D,Silver,NOR,Norway,Swimming,1980
10344,Women,100 m Breaststroke CP D,Bronze,NOR,Norway,Swimming,1980
10345,Women,100 m Breaststroke D,Gold,GBR,UK,Swimming,1980
10346,Women,100 m Breaststroke D,Silver,CAN,Canada,Swimming,1980
10347,Women,100 m Breaststroke D,Bronze,USA,USA,Swimming,1980
10348,Women,100 m Breaststroke D1,Gold,JAM,Jamaica,Swimming,1980
10349,Women,100 m Breaststroke D1,Silver,NOR,Norway,Swimming,1980
10350,Women,100 m Breaststroke D1,Bronze,POL,Poland,Swimming,1980
10351,Women,100 m Breaststroke E,Gold,SWE,Sweden,Swimming,1980
10352,Women,100 m Breaststroke E,Silver,POL,Poland,Swimming,1980
10353,Women,100 m Breaststroke E,Bronze,FRA,France,Swimming,1980
10354,Women,100 m Breaststroke 4,Gold,POL,Poland,Swimming,1980
10355,Women,100 m Breaststroke 4,Silver,ESP,Spain,Swimming,1980
10356,Women,100 m Breaststroke 4,Bronze,GBR,UK,Swimming,1980
10357,Women,100 m Breaststroke 5,Gold,FRG,Germany,Swimming,1980
10358,Women,100 m Breaststroke 5,Silver,POL,Poland,Swimming,1980
10359,Women,100 m Breaststroke 5,Bronze,GBR,UK,Swimming,1980
10360,Women,100 m Breaststroke 6,Gold,POL,Poland,Swimming,1980
10361,Women,100 m Breaststroke 6,Silver,ESP,Spain,Swimming,1980
10362,Women,25 m Butterfly 2,Gold,FRG,Germany,Swimming,1980
10363,Women,25 m Butterfly 2,Silver,USA,USA,Swimming,1980
10364,Women,25 m Butterfly 2,Bronze,POL,Poland,Swimming,1980
10365,Women,25 m Butterfly 3,Gold,SWE,Sweden,Swimming,1980
10366,Women,25 m Butterfly 3,Silver,ARG,Argentina,Swimming,1980
10367,Women,25 m Butterfly 3,Bronze,POL,Poland,Swimming,1980
10368,Women,25 m Butterfly 4,Gold,POL,Poland,Swimming,1980
10369,Women,25 m Butterfly 4,Silver,ESP,Spain,Swimming,1980
10370,Women,25 m Butterfly 4,Bronze,CAN,Canada,Swimming,1980
10371,Women,50 m Butterfly 5,Gold,FRG,Germany,Swimming,1980
10372,Women,50 m Butterfly 5,Silver,GBR,UK,Swimming,1980
10373,Women,50 m Butterfly 5,Bronze,POL,Poland,Swimming,1980
10374,Women,100 m Butterfly A,Gold,CAN,Canada,Swimming,1980
10375,Women,100 m Butterfly A,Silver,AUS,Australia,Swimming,1980
10376,Women,100 m Butterfly A,Bronze,USA,USA,Swimming,1980
10377,Women,100 m Butterfly B,Gold,USA,USA,Swimming,1980
10378,Women,100 m Butterfly B,Silver,USA,USA,Swimming,1980
10379,Women,100 m Butterfly B,Bronze,SWE,Sweden,Swimming,1980
10380,Women,100 m Butterfly C,Gold,CAN,Canada,Swimming,1980
10381,Women,100 m Butterfly D,Gold,GBR,UK,Swimming,1980
10382,Women,100 m Butterfly D,Silver,CAN,Canada,Swimming,1980
10383,Women,100 m Butterfly D,Bronze,POL,Poland,Swimming,1980
10384,Women,100 m Butterfly E,Gold,SWE,Sweden,Swimming,1980
10385,Women,100 m Butterfly E,Silver,FRA,France,Swimming,1980
10386,Women,100 m Butterfly E,Bronze,NED,Netherlands,Swimming,1980
10387,Women,100 m Butterfly 6,Gold,POL,Poland,Swimming,1980
10388,Women,100 m Butterfly 6,Silver,ESP,Spain,Swimming,1980
10389,Women,3x25 m Individual Medley 2,Gold,GBR,UK,Swimming,1980
10390,Women,3x25 m Individual Medley 2,Silver,FRG,Germany,Swimming,1980
10391,Women,3x25 m Individual Medley 2,Bronze,POL,Poland,Swimming,1980
10392,Women,2x50 m Individual Medley F1,Gold,FRG,Germany,Swimming,1980
10393,Women,2x50 m Individual Medley F1,Silver,FRG,Germany,Swimming,1980
10394,Women,3x50 m Individual Medley C1,Gold,POL,Poland,Swimming,1980
10395,Women,3x50 m Individual Medley C1,Silver,NED,Netherlands,Swimming,1980
10396,Women,3x50 m Individual Medley C1,Bronze,POL,Poland,Swimming,1980
10397,Women,3x50 m Individual Medley D1,Gold,NOR,Norway,Swimming,1980
10398,Women,3x50 m Individual Medley D1,Silver,JAM,Jamaica,Swimming,1980
10399,Women,3x50 m Individual Medley D1,Bronze,POL,Poland,Swimming,1980
10400,Women,3x50 m Individual Medley F,Gold,FRA,France,Swimming,1980
10401,Women,3x25 m Freestyle Relay 1A-1C,Gold,USA,USA,Swimming,1980
10402,Women,3x25 m Freestyle Relay 1A-1C,Silver,ARG,Argentina,Swimming,1980
10403,Women,3x100 m Freestyle Relay C1-D1,Gold,POL,Poland,Swimming,1980
10404,Women,3x50 m Medley Relay 2-4,Gold,POL,Poland,Swimming,1980
10405,Women,3x50 m Medley Relay 2-4,Silver,GBR,UK,Swimming,1980
10406,Women,3x50 m Medley Relay 2-4,Bronze,USA,USA,Swimming,1980
10407,Women,3x100 m Medley Relay CP D,Gold,NED,Netherlands,Swimming,1980
